,steps
2399,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:46:00'}"
2400,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:45:00'}"
2401,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:44:00'}"
2402,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:43:00'}"
2403,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:42:00'}"
2404,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:41:00'}"
2405,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:40:00'}"
2406,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:39:00'}"
2407,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:38:00'}"
2408,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:37:00'}"
2409,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:36:00'}"
2410,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:35:00'}"
2411,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:34:00'}"
2412,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:33:00'}"
2413,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:32:00'}"
2414,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:31:00'}"
2415,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:30:00'}"
2416,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:29:00'}"
2417,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:28:00'}"
2418,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:27:00'}"
2419,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:26:00'}"
2420,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:25:00'}"
2421,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:24:00'}"
2422,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:23:00'}"
2423,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:22:00'}"
2424,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:21:00'}"
2425,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:20:00'}"
2426,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:19:00'}"
2427,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:18:00'}"
2428,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:17:00'}"
2429,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:16:00'}"
2430,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:15:00'}"
2431,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:14:00'}"
2432,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:13:00'}"
2433,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:12:00'}"
2434,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:11:00'}"
2435,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:10:00'}"
2436,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:09:00'}"
2437,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:08:00'}"
2438,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:07:00'}"
2439,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:06:00'}"
2440,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:05:00'}"
2441,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:04:00'}"
2442,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:03:00'}"
2443,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:02:00'}"
2444,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:01:00'}"
2445,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'04:00:00'}"
2446,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:59:00'}"
2447,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:58:00'}"
2448,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:57:00'}"
2449,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:56:00'}"
2450,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:55:00'}"
2451,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:54:00'}"
2452,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:53:00'}"
2453,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:52:00'}"
2454,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:51:00'}"
2455,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:50:00'}"
2456,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:49:00'}"
2457,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:48:00'}"
2458,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:47:00'}"
2459,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:46:00'}"
2460,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:45:00'}"
2461,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:44:00'}"
2462,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:43:00'}"
2463,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:42:00'}"
2464,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:41:00'}"
2465,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:40:00'}"
2466,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:39:00'}"
2467,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:38:00'}"
2468,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:37:00'}"
2469,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:36:00'}"
2470,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:35:00'}"
2471,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:34:00'}"
2472,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:33:00'}"
2473,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:32:00'}"
2474,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:31:00'}"
2475,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:30:00'}"
2476,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:29:00'}"
2477,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:28:00'}"
2478,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:27:00'}"
2479,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:26:00'}"
2480,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:25:00'}"
2481,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:24:00'}"
2482,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:23:00'}"
2483,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:22:00'}"
2484,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:21:00'}"
2485,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:20:00'}"
2486,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:19:00'}"
2487,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:18:00'}"
2488,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:17:00'}"
2489,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:16:00'}"
2490,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:15:00'}"
2491,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:14:00'}"
2492,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:13:00'}"
2493,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:12:00'}"
2494,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:11:00'}"
2495,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:10:00'}"
2496,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:09:00'}"
2497,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:08:00'}"
2498,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:07:00'}"
2499,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:06:00'}"
2500,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:05:00'}"
2501,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:04:00'}"
2502,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:03:00'}"
2503,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:02:00'}"
2504,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:01:00'}"
2505,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'03:00:00'}"
2506,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:59:00'}"
2507,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:58:00'}"
2508,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:57:00'}"
2509,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:56:00'}"
2510,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:55:00'}"
2511,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:54:00'}"
2512,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:53:00'}"
2513,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:52:00'}"
2514,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:51:00'}"
2515,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:50:00'}"
2516,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:49:00'}"
2517,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:48:00'}"
2518,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:47:00'}"
2519,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:46:00'}"
2520,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:45:00'}"
2521,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:44:00'}"
2522,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:43:00'}"
2523,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:42:00'}"
2524,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:41:00'}"
2525,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:40:00'}"
2526,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:39:00'}"
2527,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:38:00'}"
2528,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:37:00'}"
2529,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:36:00'}"
2530,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:35:00'}"
2531,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:34:00'}"
2532,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:33:00'}"
2533,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:32:00'}"
2534,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:31:00'}"
2535,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:30:00'}"
2536,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:29:00'}"
2537,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:28:00'}"
2538,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:27:00'}"
2539,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:26:00'}"
2540,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:25:00'}"
2541,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:24:00'}"
2542,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:23:00'}"
2543,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:22:00'}"
2544,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:21:00'}"
2545,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:20:00'}"
2546,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:19:00'}"
2547,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:18:00'}"
2548,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:17:00'}"
2549,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:16:00'}"
2550,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:15:00'}"
2551,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:14:00'}"
2552,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:13:00'}"
2553,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:12:00'}"
2554,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:11:00'}"
2555,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:10:00'}"
2556,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:09:00'}"
2557,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:08:00'}"
2558,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:07:00'}"
2559,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:06:00'}"
2560,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:05:00'}"
2561,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:04:00'}"
2562,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:03:00'}"
2563,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:02:00'}"
2564,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:01:00'}"
2565,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'02:00:00'}"
2566,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:59:00'}"
2567,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:58:00'}"
2568,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:57:00'}"
2569,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:56:00'}"
2570,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:55:00'}"
2571,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:54:00'}"
2572,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:53:00'}"
2573,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:52:00'}"
2574,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:51:00'}"
2575,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:50:00'}"
2576,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:49:00'}"
2577,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:48:00'}"
2578,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:47:00'}"
2579,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:46:00'}"
2580,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:45:00'}"
2581,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:44:00'}"
2582,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:43:00'}"
2583,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:42:00'}"
2584,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:41:00'}"
2585,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:40:00'}"
2586,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:39:00'}"
2587,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:38:00'}"
2588,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:37:00'}"
2589,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:36:00'}"
2590,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:35:00'}"
2591,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:34:00'}"
2592,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:33:00'}"
2593,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:32:00'}"
2594,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:31:00'}"
2595,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:30:00'}"
2596,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:29:00'}"
2597,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:28:00'}"
2598,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:27:00'}"
2599,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:26:00'}"
2600,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:25:00'}"
2601,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:24:00'}"
2602,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:23:00'}"
2603,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:22:00'}"
2604,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:21:00'}"
2605,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:20:00'}"
2606,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:19:00'}"
2607,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:18:00'}"
2608,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:17:00'}"
2609,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:16:00'}"
2610,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:15:00'}"
2611,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:14:00'}"
2612,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:13:00'}"
2613,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:12:00'}"
2614,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:11:00'}"
2615,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:10:00'}"
2616,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:09:00'}"
2617,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:08:00'}"
2618,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:07:00'}"
2619,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:06:00'}"
2620,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:05:00'}"
2621,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:04:00'}"
2622,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:03:00'}"
2623,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:02:00'}"
2624,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:01:00'}"
2625,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'01:00:00'}"
2626,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:59:00'}"
2627,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:58:00'}"
2628,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:57:00'}"
2629,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:56:00'}"
2630,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:55:00'}"
2631,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:54:00'}"
2632,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:53:00'}"
2633,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:52:00'}"
2634,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:51:00'}"
2635,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:50:00'}"
2636,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:49:00'}"
2637,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:48:00'}"
2638,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:47:00'}"
2639,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:46:00'}"
2640,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:45:00'}"
2641,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:44:00'}"
2642,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:43:00'}"
2643,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:42:00'}"
2644,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:41:00'}"
2645,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:40:00'}"
2646,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:39:00'}"
2647,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:38:00'}"
2648,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:37:00'}"
2649,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:36:00'}"
2650,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:35:00'}"
2651,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:34:00'}"
2652,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:33:00'}"
2653,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:32:00'}"
2654,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:31:00'}"
2655,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:30:00'}"
2656,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:29:00'}"
2657,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:28:00'}"
2658,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:27:00'}"
2659,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:26:00'}"
2660,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:25:00'}"
2661,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:24:00'}"
2662,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:23:00'}"
2663,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:22:00'}"
2664,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:21:00'}"
2665,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:20:00'}"
2666,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:19:00'}"
2667,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:18:00'}"
2668,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:17:00'}"
2669,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:16:00'}"
2670,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:15:00'}"
2671,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:14:00'}"
2672,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:13:00'}"
2673,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:12:00'}"
2674,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:11:00'}"
2675,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:10:00'}"
2676,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:09:00'}"
2677,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:08:00'}"
2678,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:07:00'}"
2679,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:06:00'}"
2680,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:05:00'}"
2681,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:04:00'}"
2682,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:03:00'}"
2683,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:02:00'}"
2684,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:01:00'}"
2685,"{u'date': u'2013-09-06', u'steps': u'0', u'time': u'00:00:00'}"
2686,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:59:00'}"
2687,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:58:00'}"
2688,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:57:00'}"
2689,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:56:00'}"
2690,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:55:00'}"
2691,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:54:00'}"
2692,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:53:00'}"
2693,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:52:00'}"
2694,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:51:00'}"
2695,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:50:00'}"
2696,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:49:00'}"
2697,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:48:00'}"
2698,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:47:00'}"
2699,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:46:00'}"
2700,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:45:00'}"
2701,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:44:00'}"
2702,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:43:00'}"
2703,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:42:00'}"
2704,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:41:00'}"
2705,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:40:00'}"
2706,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:39:00'}"
2707,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:38:00'}"
2708,"{u'date': u'2013-09-05', u'steps': u'0', u'time': u'23:37:00'}"
